0,0
5777,29.68,5.24,-10.61,-19.87,-3.19,-1945.50,29.72,5.56,-13.17,-18.88,-4.61,166.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
5911,29.68,4.83,-8.41,-19.77,-3.63,-2905.50,30.34,4.82,-13.85,-19.72,-4.60,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
6062,30.93,4.86,-2.34,-19.77,-3.76,-3929.00,30.81,5.27,-13.85,-21.23,-4.76,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
6213,31.26,4.83,-7.68,-19.70,-3.56,-3929.00,31.39,4.77,-11.89,-19.28,-2.82,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
6351,30.75,4.78,-10.96,-19.83,-3.88,-3929.00,30.11,4.22,-9.14,-19.55,-4.65,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
6502,25.27,4.82,-9.35,-19.13,-3.68,-3929.00,23.45,4.03,-8.46,-18.72,-3.94,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
6658,27.68,4.71,-9.89,-18.52,-3.08,-3929.00,24.13,6.89,-10.23,-19.53,-3.81,-602.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
6800,26.86,4.77,-9.96,-19.50,-3.44,-766.00,27.40,5.45,-11.87,-20.89,-3.08,-602.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
6934,27.37,4.29,-8.33,-20.12,-2.85,-490.00,24.93,2.91,-8.86,-20.48,-2.35,135.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
7074,24.45,4.91,-9.45,-20.05,-2.92,-490.00,23.30,5.36,-8.15,-21.34,-2.11,-1930.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
7215,23.93,5.07,-3.45,-19.20,-2.92,-268.00,25.60,5.65,0.22,-18.60,-3.44,66.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
7356,27.71,5.35,0.26,-18.56,-3.35,-908.00,25.27,5.45,0.30,-19.89,-4.21,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
7499,30.01,5.16,0.29,-18.95,-3.26,-866.50,28.63,4.20,-0.11,-19.12,-3.17,-1882.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
7649,29.41,4.98,0.67,-19.24,-3.07,-2905.50,32.08,5.01,1.08,-19.37,-5.44,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
7787,29.57,4.98,1.11,-19.19,-3.48,-3929.00,22.71,4.33,-0.14,-18.74,-4.76,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
7918,29.40,5.21,-0.28,-18.58,-3.01,-3929.00,26.61,5.86,-4.92,-18.42,-2.44,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
8046,29.72,5.52,-2.92,-18.77,-2.54,-3929.00,31.54,5.73,-3.01,-19.98,-2.82,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
8206,27.95,5.11,-4.50,-18.98,-3.04,-3929.00,31.84,6.19,-12.17,-19.96,-2.69,-1882.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
8354,29.56,4.94,-11.93,-18.96,-3.45,-1338.00,31.95,5.38,-2.61,-17.57,-3.44,-290.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
8509,29.82,5.04,-2.77,-18.66,-3.04,-286.00,29.42,5.28,-1.30,-19.56,-2.79,-186.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
8651,28.83,4.50,-2.42,-18.84,-2.89,-10.00,33.45,4.40,-5.58,-19.81,-3.35,166.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
8806,29.27,4.50,-5.88,-18.02,-2.75,-160.50,31.80,5.19,-10.40,-17.77,-2.73,-614.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
8951,27.93,5.36,-8.84,-18.90,-2.99,-891.50,27.70,5.76,-8.57,-20.17,-3.21,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
9093,27.70,5.40,-8.07,-19.97,-3.36,-2905.50,27.49,4.58,-7.56,-20.73,-3.15,166.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
9252,27.59,4.74,-7.32,-20.07,-3.13,-2905.50,26.99,4.93,-11.94,-19.72,-1.60,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
9429,31.57,5.01,-8.37,-19.00,-2.76,-3929.00,32.29,5.43,-1.35,-20.17,-3.52,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
9579,30.38,5.30,-10.18,-19.00,-2.87,-3929.00,26.97,5.28,-10.70,-18.72,-4.08,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
9704,27.59,5.11,-8.70,-19.08,-3.17,-3929.00,26.61,5.21,-0.39,-20.33,-2.42,-3929.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
9845,26.79,4.92,0.14,-18.36,-3.08,-3929.00,24.20,5.10,1.35,-19.10,-3.19,-106.00,0,0,0,False,False,False,False,False,40,-36,-112,-39,-76,-78,-3929
0,0
