0.015832,0.56703
0.015965,0.56632
0.016097,0.56562
0.01623,0.56493
0.016363,0.56424
0.016498,0.56354
0.016493,0.56357
0.016503,0.56352
0.016537,0.56334
0.016607,0.56299
0.016727,0.56238
0.017379,0.55919
0.018098,0.55585
0.018896,0.55233
0.019785,0.54863
0.020772,0.54477
0.02143,0.54232
0.022201,0.53957
0.023054,0.53667
0.023981,0.53367
0.024975,0.53062
0.026126,0.52727
0.027322,0.52399
0.028558,0.52078
0.029831,0.51766
0.031135,0.51464
0.032325,0.51201
0.033552,0.50944
0.034813,0.50691
0.036105,0.50444
0.037425,0.50204
0.038805,0.49963
0.040207,0.4973
0.041627,0.49504
0.043059,0.49348
0.044495,0.49349
0.045973,0.49351
0.04745,0.49353
0.048926,0.49355
0.050398,0.49357
0.051868,0.49359
0.053362,0.49361
0.054849,0.49363
0.056332,0.49365
0.057808,0.49368
0.059278,0.4937
0.060744,0.49372
0.062203,0.49375
0.063655,0.49377
0.0651,0.4938
0.066537,0.49382
0.067936,0.49385
0.069329,0.49387
0.070714,0.4939
0.072093,0.49393
0.073465,0.49395
0.074786,0.49398
0.076103,0.494
0.077413,0.49403
0.078717,0.49406
0.080015,0.49409
0.081336,0.49411
0.082648,0.49414
0.083953,0.49417
0.08525,0.4942
0.086539,0.49423
0.087866,0.49426
0.089184,0.49429
0.090493,0.49433
0.091793,0.49436
0.093083,0.49439
0.094333,0.49442
0.095574,0.49445
0.096806,0.49448
0.09803,0.49452
0.099244,0.49455
0.10045,0.49458
0.10164,0.49461
0.10283,0.49465
0.10401,0.49468
0.10518,0.49471
0.10638,0.49474
0.10757,0.49478
0.10875,0.49481
0.10992,0.49485
0.11109,0.49488
0.11218,0.49492
0.11328,0.49495
0.11437,0.49498
0.11546,0.49502
0.11655,0.49505
0.11764,0.49508
0.11873,0.49512
0.11982,0.49515
0.12091,0.49519
0.122,0.49522
0.12361,0.49528
0.12601,0.49536
0.12967,0.49548
0.13507,0.49568
0.14037,0.49587
0.14564,0.49607
0.15094,0.49629
0.15613,0.4965
0.16123,0.49672
0.16626,0.49694
0.17121,0.49717
0.17614,0.4974
0.18103,0.49763
0.18585,0.49787
0.19065,0.49812
0.19529,0.49836
0.19992,0.49861
0.2046,0.49886
0.20927,0.49913
0.21398,0.4994
0.2187,0.49968
0.22339,0.49996
0.22814,0.50025
0.23285,0.50054
0.23749,0.50084
0.24218,0.50115
0.24693,0.50147
0.25169,0.50179
0.25643,0.50212
0.26114,0.50246
0.26582,0.50279
0.27054,0.50314
0.27529,0.5035
0.28012,0.50387
0.28506,0.50425
0.29005,0.50465
0.29502,0.50505
0.30009,0.50546
0.30511,0.50588
0.30999,0.5063
0.31491,0.50673
0.31986,0.50716
0.32474,0.5076
0.32966,0.50805
0.33463,0.50851
0.33955,0.50897
0.34439,0.50944
0.34919,0.5099
0.35404,0.51038
0.35884,0.51086
0.36364,0.51135
0.36825,0.51183
0.37288,0.51231
0.37754,0.51281
0.38224,0.51331
0.3869,0.51382
0.39137,0.51432
0.39577,0.51481
0.40026,0.51532
0.40471,0.51583
0.40914,0.51635
0.41361,0.51688
0.41805,0.51741
0.4224,0.51793
0.42665,0.51845
0.43085,0.51898
0.43508,0.5195
0.43918,0.52003
0.44324,0.52055
0.44736,0.52108
0.45147,0.52162
0.45544,0.52215
0.45934,0.52267
0.46322,0.52319
0.46714,0.52373
0.471,0.52427
0.47481,0.5248
0.47851,0.52532
0.48225,0.52585
0.48584,0.52637
0.48941,0.52689
0.49297,0.52741
0.4965,0.52793
0.49989,0.52844
0.50333,0.52896
0.50682,0.52949
0.51023,0.53001
0.5135,0.53052
0.51664,0.53101
0.51981,0.53151
0.52298,0.53201
0.52609,0.53251
0.52914,0.533
0.53223,0.53351
0.53523,0.534
0.53823,0.53449
0.54108,0.53497
0.54392,0.53544
0.54677,0.53593
0.54963,0.53641
0.55236,0.53688
0.55496,0.53733
0.5575,0.53777
0.56005,0.53822
0.56259,0.53866
0.56493,0.53908
0.56724,0.53949
0.56961,0.53992
0.57194,0.54034
0.57415,0.54074
0.57633,0.54114
0.57856,0.54155
0.58071,0.54194
0.58286,0.54234
0.58497,0.54274
0.58689,0.5431
0.58864,0.54343
0.59066,0.54381
0.59252,0.54417
0.5943,0.54451
0.59604,0.54484
0.59766,0.54516
0.59929,0.54547
0.60092,0.54579
0.60265,0.54613
0.60422,0.54644
0.60566,0.54673
0.60705,0.547
0.60839,0.54727
0.60983,0.54756
0.61117,0.54782
0.61243,0.54808
0.61362,0.54832
0.61481,0.54856
0.61596,0.54879
0.617,0.54901
0.61813,0.54924
0.6192,0.54946
0.62024,0.54967
0.62129,0.54989
0.62218,0.55007
0.62305,0.55025
0.62401,0.55045
0.62484,0.55062
0.6256,0.55078
0.6264,0.55095
0.62713,0.5511
0.62779,0.55124
0.62834,0.55136
0.62891,0.55148
0.62941,0.55158
0.62986,0.55168
0.63024,0.55176
0.63069,0.55185
0.63101,0.55192
0.63128,0.55198
0.63164,0.55206
0.63197,0.55213
0.63221,0.55218
0.63242,0.55222
0.63249,0.55224
0.63249,0.55224
0.63257,0.55225
0.63261,0.55226
0.63262,0.55227
0.63255,0.55225
0.63251,0.55224
0.63254,0.55225
0.63248,0.55224
0.63231,0.5522
0.63199,0.55213
0.63167,0.55206
0.63118,0.55196
0.63078,0.55187
0.63058,0.55183
0.63022,0.55176
0.62967,0.55164
0.62923,0.55155
0.62866,0.55143
0.62818,0.55133
0.62772,0.55123
0.62713,0.5511
0.62651,0.55097
0.62588,0.55084
0.6251,0.55068
0.62422,0.55049
0.62339,0.55032
0.62265,0.55017
0.6217,0.54997
0.62059,0.54974
0.61959,0.54954
0.61884,0.54938
0.61797,0.5492
0.61694,0.54899
0.6161,0.54882
0.61525,0.54865
0.61416,0.54843
0.61313,0.54822
0.61221,0.54803
0.61109,0.54781
0.60992,0.54757
0.6087,0.54733
0.60749,0.54709
0.60627,0.54685
0.6052,0.54663
0.60416,0.54643
0.6028,0.54616
0.60124,0.54585
0.59974,0.54556
0.59834,0.54529
0.59704,0.54504
0.59576,0.54479
0.59445,0.54454
0.59293,0.54425
0.59145,0.54396
0.59,0.54369
0.58834,0.54337
0.58655,0.54303
0.58492,0.54273
0.58354,0.54247
0.58208,0.5422
0.58037,0.54188
0.57859,0.54155
0.57678,0.54122
0.57496,0.54089
0.57329,0.54058
0.57159,0.54027
0.56957,0.53991
0.56753,0.53954
0.56557,0.53919
0.56367,0.53886
0.56179,0.53852
