0.55975,0.53816
0.55775,0.53781
0.55578,0.53747
0.55384,0.53713
0.55188,0.5368
0.55008,0.53649
0.5481,0.53615
0.54599,0.53579
0.54389,0.53544
0.54151,0.53504
0.53927,0.53467
0.53724,0.53433
0.53547,0.53404
0.53389,0.53378
0.53221,0.5335
0.53041,0.53321
0.52847,0.53289
0.52649,0.53258
0.52486,0.53231
0.523,0.53202
0.52105,0.53171
0.51907,0.53139
0.5169,0.53105
0.51489,0.53074
0.51297,0.53044
0.51099,0.53013
0.50923,0.52986
0.5074,0.52958
0.50546,0.52928
0.50373,0.52902
0.50192,0.52875
0.5,0.52846
0.49816,0.52818
0.49619,0.52789
0.49416,0.52759
0.49202,0.52727
0.49013,0.527
0.48811,0.5267
0.48606,0.5264
0.48434,0.52615
0.48244,0.52588
0.48049,0.5256
0.47862,0.52534
0.47683,0.52508
0.47522,0.52486
0.47352,0.52462
0.47164,0.52436
0.46982,0.5241
0.46801,0.52385
0.46616,0.5236
0.46413,0.52332
0.46226,0.52306
0.46048,0.52282
0.45874,0.52259
0.45701,0.52236
0.45506,0.5221
0.4531,0.52184
0.45126,0.52159
0.44954,0.52137
0.44778,0.52114
0.44584,0.52088
0.44397,0.52064
0.44228,0.52042
0.44051,0.5202
0.43852,0.51994
0.43644,0.51968
0.43458,0.51944
0.4329,0.51923
0.43123,0.51902
0.4297,0.51883
0.42816,0.51864
0.42623,0.5184
0.42426,0.51816
0.42236,0.51793
0.42055,0.51771
0.4189,0.51751
0.41714,0.5173
0.41518,0.51706
0.41335,0.51685
0.41164,0.51664
0.40981,0.51643
0.40789,0.5162
0.40634,0.51602
0.40499,0.51587
0.4033,0.51567
0.40151,0.51546
0.39974,0.51526
0.39814,0.51508
0.39667,0.51491
0.39514,0.51474
0.39321,0.51452
0.3913,0.51431
0.3895,0.51411
0.38794,0.51394
0.38679,0.51381
0.3853,0.51365
0.38327,0.51343
0.38122,0.5132
0.37929,0.513
0.37754,0.51281
0.37598,0.51264
0.37437,0.51247
0.37299,0.51232
0.37157,0.51218
0.37007,0.51202
0.3685,0.51185
0.36657,0.51165
0.36491,0.51148
0.36325,0.51131
0.36155,0.51114
0.35994,0.51097
0.35818,0.5108
0.35651,0.51063
0.35515,0.51049
0.35387,0.51037
0.35227,0.51021
0.35045,0.51003
0.34872,0.50986
0.34721,0.50971
0.34552,0.50955
0.34377,0.50938
0.3421,0.50922
0.34055,0.50907
0.33908,0.50893
0.3375,0.50878
0.33573,0.50861
0.33408,0.50846
0.33226,0.50829
0.33047,0.50813
0.32898,0.50799
0.32738,0.50784
0.32576,0.50769
0.32415,0.50755
0.32233,0.50739
0.3205,0.50722
0.31902,0.50709
0.31757,0.50696
0.31597,0.50682
0.3144,0.50668
0.3127,0.50654
0.31121,0.50641
0.30983,0.50629
0.30804,0.50613
0.30646,0.506
0.30513,0.50589
0.30368,0.50576
0.30215,0.50564
0.30048,0.5055
0.29887,0.50536
0.29716,0.50522
0.29538,0.50508
0.29389,0.50496
0.29229,0.50483
0.29065,0.50469
0.28897,0.50456
0.28742,0.50444
0.28593,0.50432
0.28457,0.50421
0.28331,0.50411
0.28194,0.50401
0.28043,0.50389
0.27914,0.50379
0.27776,0.50369
0.27623,0.50357
0.27451,0.50344
0.27276,0.50331
0.27124,0.50319
0.26956,0.50307
0.26816,0.50297
0.26672,0.50286
0.26486,0.50272
0.26341,0.50262
0.26211,0.50252
0.26035,0.5024
0.25865,0.50228
0.2572,0.50218
0.25574,0.50207
0.25448,0.50198
0.25289,0.50187
0.25129,0.50176
0.24991,0.50167
0.24851,0.50157
0.24696,0.50147
0.24575,0.50139
0.24426,0.50129
0.24228,0.50116
0.24055,0.50104
0.23916,0.50095
0.23748,0.50084
0.2357,0.50073
0.23414,0.50063
0.23275,0.50054
0.23136,0.50045
0.23015,0.50037
0.22905,0.50031
0.22769,0.50022
0.22611,0.50012
0.22467,0.50004
0.22315,0.49994
0.22192,0.49987
0.22052,0.49978
0.21885,0.49968
0.21763,0.49961
0.21614,0.49952
0.21444,0.49942
0.21319,0.49935
0.21219,0.49929
0.21086,0.49922
0.20949,0.49914
0.20832,0.49907
0.20731,0.49902
0.20574,0.49893
0.20412,0.49884
0.2025,0.49875
0.20086,0.49866
0.19933,0.49858
0.19741,0.49847
0.19552,0.49837
0.19334,0.49826
0.19148,0.49816
0.19016,0.49809
0.18864,0.49801
0.18763,0.49796
0.18645,0.4979
0.18463,0.49781
0.18275,0.49772
0.18105,0.49764
0.17943,0.49756
0.17779,0.49748
0.17622,0.4974
0.17499,0.49734
0.17407,0.4973
0.17313,0.49726
0.17189,0.4972
0.17043,0.49713
0.16913,0.49707
0.16789,0.49701
0.1665,0.49695
0.1651,0.49689
0.16379,0.49683
0.16305,0.4968
0.16217,0.49676
0.16054,0.49669
0.15917,0.49663
0.15782,0.49657
0.15596,0.49649
0.15441,0.49643
0.15356,0.49639
0.15243,0.49635
0.15122,0.4963
0.15004,0.49625
0.14831,0.49618
0.14626,0.4961
0.14504,0.49605
0.14395,0.49601
0.14259,0.49596
0.14178,0.49593
